Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,4-Sep-14,2606.4,2622,2627.45,2577.45,2577.65,2584.75,2594.71,850799,22075.74,57553,580032,68.17
TCS,EQ,5-Sep-14,2584.75,2599.9,2621.8,2583.05,2595.5,2598.6,2600.27,733530,19073.75,45025,463954,63.25
TCS,EQ,8-Sep-14,2598.6,2612,2650,2599.05,2640,2642.7,2629.44,848671,22315.3,41269,569348,67.09
TCS,EQ,9-Sep-14,2642.7,2652,2667,2625.1,2631,2631.25,2639.63,709049,18716.3,35859,470036,66.29
TCS,EQ,10-Sep-14,2631.25,2638,2642.75,2591.2,2609.1,2600.15,2618.31,629384,16479.23,37937,447877,71.16
TCS,EQ,11-Sep-14,2600.15,2610,2624.4,2591.5,2599,2598.35,2603.76,537811,14003.32,27555,281754,52.39
TCS,EQ,12-Sep-14,2598.35,2610,2624.35,2593.2,2609.85,2607.6,2609.08,598105,15605.04,27279,311321,52.05
TCS,EQ,15-Sep-14,2607.6,2614,2618.6,2554,2559.95,2558.3,2570.41,575772,14799.69,33049,367013,63.74
TCS,EQ,16-Sep-14,2558.3,2566,2575,2544,2557.05,2550.85,2556.67,767804,19630.23,40518,482407,62.83
TCS,EQ,17-Sep-14,2550.85,2561,2604.75,2561,2591,2591.2,2586.58,828850,21438.84,42962,432239,52.15
TCS,EQ,18-Sep-14,2591.2,2591.7,2651.8,2581,2631,2642.3,2627.39,741539,19483.09,54613,388301,52.36
TCS,EQ,19-Sep-14,2642.3,2643,2740,2642,2700,2714.2,2709.79,1793932,48611.71,73423,1113886,62.09
TCS,EQ,22-Sep-14,2714.2,2714,2734,2676.25,2728,2721.8,2701.84,499792,13503.59,28046,274554,54.93
TCS,EQ,23-Sep-14,2721.8,2724,2782.45,2683.3,2694,2688.2,2721.78,1027995,27979.79,60907,598698,58.24
TCS,EQ,24-Sep-14,2688.2,2693,2706.95,2632.75,2651.25,2643,2657.07,1221066,32444.59,64331,870004,71.25
TCS,EQ,25-Sep-14,2643,2660.95,2725,2660,2715,2708.6,2700.87,1236579,33398.34,76112,798977,64.61
TCS,EQ,26-Sep-14,2708.6,2710,2724.9,2670.1,2685,2684,2691.15,806356,21700.25,65860,550843,68.31
TCS,EQ,29-Sep-14,2684,2695.4,2775.45,2675.3,2774,2767.95,2750.48,1044767,28736.09,54935,670864,64.21
TCS,EQ,30-Sep-14,2767.95,2772.95,2776.65,2708.15,2736.95,2736.6,2739.08,1394477,38195.87,78318,764302,54.81
TCS,EQ,1-Oct-14,2736.6,2752,2802,2737,2775,2775.6,2779.31,1071011,29766.72,67777,585525,54.67
TCS,EQ,7-Oct-14,2775.6,2739.6,2839.7,2725.6,2730.9,2731.35,2773.63,1728837,47951.5,86959,1188774,68.76
TCS,EQ,8-Oct-14,2731.35,2738,2739.95,2649.25,2688,2683.2,2680.59,981221,26302.54,66807,595170,60.66
TCS,EQ,9-Oct-14,2683.2,2708,2723.3,2686.5,2710.1,2706.05,2706.3,842588,22802.93,38100,466725,55.39
TCS,EQ,10-Oct-14,2706.05,2706,2727.45,2668.5,2679,2678.5,2694.64,1172181,31586.01,57838,594794,50.74
TCS,EQ,13-Oct-14,2678.5,2680,2724.8,2670,2718.2,2716.55,2708.46,1104766,29922.2,63544,596246,53.97
TCS,EQ,14-Oct-14,2716.55,2730,2735.7,2678.8,2702.25,2699.2,2697.82,1184703,31961.16,75961,717744,60.58
TCS,EQ,16-Oct-14,2699.2,2730,2758.6,2664.25,2680.45,2678.1,2716.58,1924007,52267.18,103718,1063717,55.29
TCS,EQ,17-Oct-14,2678.1,2475,2511.35,2430,2433,2441.15,2470.11,4946406,122181.59,234927,2685559,54.29
TCS,EQ,20-Oct-14,2441.15,2490,2493.6,2417.95,2425.5,2423.3,2441.15,1699621,41490.24,92248,1042695,61.35
TCS,EQ,21-Oct-14,2423.3,2425.85,2443.75,2415,2435,2433.4,2428.83,975366,23689.96,53575,535647,54.92
TCS,EQ,22-Oct-14,2433.4,2485,2489,2445.1,2452.6,2451.85,2455.51,1033832,25385.85,79723,755848,73.11
TCS,EQ,23-Oct-14,2451.85,2465,2468,2455,2464,2465.35,2463.59,156299,3850.57,8946,113461,72.59
TCS,EQ,27-Oct-14,2465.35,2519,2519.7,2444.95,2458.15,2457.15,2467.27,1398604,34507.27,65973,1069938,76.5
TCS,EQ,28-Oct-14,2457.15,2484.9,2484.9,2453.45,2479.2,2478.6,2471.82,1144979,28301.84,71704,810037,70.75
TCS,EQ,29-Oct-14,2478.6,2475,2514,2473,2504,2506.05,2493.85,1212508,30238.08,62974,829033,68.37
TCS,EQ,30-Oct-14,2506.05,2521.8,2574.9,2509,2563,2558.2,2550.36,2055646,52426.3,96060,1456714,70.86
TCS,EQ,31-Oct-14,2558.2,2561,2620,2561,2614.55,2607.85,2593.12,1585035,41101.93,76177,1138359,71.82
TCS,EQ,3-Nov-14,2607.85,2649,2649,2580.5,2596,2590.35,2604.36,1270816,33096.58,89320,828856,65.22
TCS,EQ,5-Nov-14,2590.35,2638,2638,2590,2605,2599.5,2600.96,1155321,30049.48,96379,774683,67.05
TCS,EQ,7-Nov-14,2599.5,2604.8,2615.7,2557,2570,2572.85,2575.55,1063370,27387.68,61131,695652,65.42
TCS,EQ,10-Nov-14,2572.85,2575.1,2582,2551,2575,2569.65,2562.92,770982,19759.65,101497,450053,58.37
TCS,EQ,11-Nov-14,2569.65,2578,2594,2555.4,2574.4,2580.7,2576.41,624970,16101.78,48869,341850,54.7
TCS,EQ,12-Nov-14,2580.7,2580,2611,2575,2595,2591.75,2598.95,660291,17160.66,55902,385881,58.44
TCS,EQ,13-Nov-14,2591.75,2595,2604.9,2565.15,2590,2588.45,2585.94,822770,21276.31,48660,450199,54.72
TCS,EQ,14-Nov-14,2588.45,2585.2,2611.15,2575,2598.95,2606.45,2593.57,728587,18896.44,61264,474183,65.08
TCS,EQ,17-Nov-14,2606.45,2595.1,2625,2592.25,2615,2618.3,2609.64,785276,20492.85,40229,493987,62.91
TCS,EQ,18-Nov-14,2618.3,2620,2626.65,2579.75,2585.7,2585.85,2597.99,733513,19056.57,88497,484207,66.01
TCS,EQ,19-Nov-14,2585.85,2598,2598,2557.45,2577.8,2573.75,2570.88,932873,23983.06,79245,621500,66.62
TCS,EQ,20-Nov-14,2573.75,2588,2610.25,2560.55,2608.5,2605.45,2589.44,897693,23245.23,49550,510732,56.89
TCS,EQ,21-Nov-14,2605.45,2608,2640,2586.65,2615.05,2622.15,2614.63,1000797,26167.12,79151,625586,62.51
TCS,EQ,24-Nov-14,2622.15,2622,2665,2622,2662,2657.7,2646.17,971383,25704.43,74150,670924,69.07
TCS,EQ,25-Nov-14,2657.7,2660,2679.4,2616,2647.2,2636,2638.19,1185842,31284.82,108334,724875,61.13
TCS,EQ,26-Nov-14,2636,2630.05,2656.35,2615,2625.15,2627.3,2629.81,792400,20838.65,64737,469924,59.3
TCS,EQ,27-Nov-14,2627.3,2627.3,2668,2625.3,2658,2653.3,2642.06,866209,22885.72,49902,575774,66.47
TCS,EQ,28-Nov-14,2653.3,2658.35,2691.9,2635.35,2642.6,2643,2653.27,994884,26396.99,48620,653714,65.71
TCS,EQ,1-Dec-14,2643,2650.5,2700,2645.25,2691.9,2692.95,2684.75,948177,25456.2,50222,588736,62.09
TCS,EQ,2-Dec-14,2692.95,2693,2710.95,2649.35,2651.4,2657.3,2682.07,718286,19264.97,27819,423257,58.93
TCS,EQ,3-Dec-14,2657.3,2671.9,2673.4,2618.5,2635.15,2635.35,2635.32,1547335,40777.29,60721,1210435,78.23
