"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","26-Dec-2014","       1930.55","       1945.10","       1960.70","       1930.95","       1951.90","       1952.25","       1946.36","     567187","      11039.50","      28049","     235021","         41.44"
"INFY","EQ","29-Dec-2014","       1952.25","       1956.05","       1972.80","       1952.50","       1960.95","       1957.80","       1959.90","     698169","      13683.41","      33995","     385864","         55.27"
"INFY","EQ","30-Dec-2014","       1957.80","       1962.25","       1975.00","       1956.80","       1966.90","       1966.35","       1966.45","    1160138","      22813.59","      59166","     827058","         71.29"
"INFY","EQ","31-Dec-2014","       1966.35","       1955.00","       1978.95","       1950.00","       1970.00","       1972.55","       1968.43","    1742202","      34294.07","      35025","    1384141","         79.45"
"INFY","EQ","01-Jan-2015","       1972.55","       1968.95","       1982.00","       1956.90","       1971.00","       1974.40","       1971.34","     500691","       9870.31","      14908","     258080","         51.54"
"INFY","EQ","02-Jan-2015","       1974.40","       1972.00","       2019.05","       1972.00","       2017.95","       2013.20","       2003.25","    1694580","      33946.69","      54166","    1249104","         73.71"
"INFY","EQ","05-Jan-2015","       2013.20","       2009.90","       2030.00","       1977.50","       1996.00","       1995.90","       2004.59","    2484256","      49799.11","      82694","    1830962","         73.70"
"INFY","EQ","06-Jan-2015","       1995.90","       1980.00","       1985.00","       1934.10","       1965.10","       1954.20","       1954.82","    2416829","      47244.58","     108209","    1772070","         73.32"
"INFY","EQ","07-Jan-2015","       1954.20","       1965.00","       1974.75","       1950.00","       1966.05","       1963.55","       1962.59","    1812479","      35571.62","      62463","    1317720","         72.70"
"INFY","EQ","08-Jan-2015","       1963.55","       1985.60","       1997.00","       1950.00","       1979.25","       1973.45","       1972.78","    3391230","      66901.60","      92752","    2686012","         79.20"
"INFY","EQ","09-Jan-2015","       1973.45","       1980.10","       2109.00","       1913.05","       2075.30","       2074.45","       2037.69","   11215832","     228543.89","     359214","    3369489","         30.04"
"INFY","EQ","12-Jan-2015","       2074.45","       2092.00","       2119.20","       2075.00","       2112.95","       2115.95","       2099.40","    3189722","      66965.16","     107209","    1818800","         57.02"
"INFY","EQ","13-Jan-2015","       2115.95","       2107.80","       2107.80","       2075.00","       2092.00","       2088.90","       2089.42","    2200309","      45973.74","      66676","    1385009","         62.95"
"INFY","EQ","14-Jan-2015","       2088.90","       2098.50","       2133.00","       2092.60","       2129.00","       2128.65","       2110.88","    2480315","      52356.38","      53263","    1832958","         73.90"
"INFY","EQ","15-Jan-2015","       2128.65","       2135.20","       2152.80","       2112.25","       2130.00","       2134.25","       2137.46","    2085613","      44579.11","      48882","    1410992","         67.65"
"INFY","EQ","16-Jan-2015","       2134.25","       2148.00","       2160.00","       2112.00","       2115.00","       2118.30","       2125.77","    1672740","      35558.58","      63848","    1254004","         74.97"
"INFY","EQ","19-Jan-2015","       2118.30","       2120.00","       2132.35","       2094.60","       2105.00","       2102.50","       2104.55","    1021936","      21507.13","      62963","     673948","         65.95"
"INFY","EQ","20-Jan-2015","       2102.50","       2107.00","       2133.00","       2101.45","       2119.20","       2124.20","       2118.16","    1701126","      36032.58","      66871","    1284137","         75.49"
"INFY","EQ","21-Jan-2015","       2124.20","       2131.50","       2175.95","       2118.00","       2172.00","       2169.90","       2148.41","    2123727","      45626.28","      82679","    1394125","         65.65"
"INFY","EQ","22-Jan-2015","       2169.90","       2174.80","       2203.00","       2161.30","       2194.95","       2196.45","       2193.10","    2489599","      54599.51","      82961","    1879561","         75.50"
"INFY","EQ","23-Jan-2015","       2196.45","       2200.00","       2225.00","       2165.10","       2211.90","       2215.05","       2194.58","    2371582","      52046.24","      78929","    1622130","         68.40"
"INFY","EQ","27-Jan-2015","       2215.05","       2221.00","       2221.00","       2130.10","       2137.55","       2136.50","       2146.45","    3434992","      73730.22","     117167","    2765575","         80.51"
"INFY","EQ","28-Jan-2015","       2136.50","       2150.00","       2154.80","       2130.30","       2144.45","       2144.55","       2144.31","    3283589","      70410.41","      99134","    2313485","         70.46"
"INFY","EQ","29-Jan-2015","       2144.55","       2145.00","       2149.90","       2127.60","       2147.80","       2145.50","       2141.67","    3842356","      82290.76","      79209","    2797911","         72.82"
"INFY","EQ","30-Jan-2015","       2145.50","       2161.50","       2162.55","       2126.95","       2141.85","       2141.90","       2144.44","    2708436","      58080.66","      99180","    2093132","         77.28"
"INFY","EQ","02-Feb-2015","       2141.90","       2141.50","       2152.00","       2126.05","       2137.00","       2136.85","       2142.80","    2175635","      46619.58","      47871","    1641719","         75.46"
"INFY","EQ","03-Feb-2015","       2136.85","       2136.85","       2139.95","       2102.00","       2124.00","       2120.90","       2117.92","    1316489","      27882.17","      64490","     821456","         62.40"
"INFY","EQ","04-Feb-2015","       2120.90","       2139.90","       2150.00","       2126.40","       2143.80","       2142.85","       2142.92","    1290004","      27643.78","      49317","     889211","         68.93"
"INFY","EQ","05-Feb-2015","       2142.85","       2150.80","       2220.00","       2148.00","       2186.00","       2193.80","       2189.61","    2968984","      65009.12","     112707","    2025011","         68.21"
"INFY","EQ","06-Feb-2015","       2193.80","       2205.00","       2247.80","       2188.50","       2228.00","       2230.50","       2229.51","    1863432","      41545.34","      79072","    1073921","         57.63"
"INFY","EQ","09-Feb-2015","       2230.50","       2200.00","       2254.00","       2200.00","       2245.00","       2248.90","       2238.75","    1634217","      36585.97","      96994","    1074815","         65.77"
"INFY","EQ","10-Feb-2015","       2248.90","       2243.00","       2298.00","       2241.00","       2268.00","       2278.30","       2270.89","    2129230","      48352.42","      84805","    1385146","         65.05"
"INFY","EQ","11-Feb-2015","       2278.30","       2280.50","       2293.20","       2256.25","       2287.80","       2284.85","       2279.82","    1449243","      33040.09","      58510","     962023","         66.38"
"INFY","EQ","12-Feb-2015","       2284.85","       2283.00","       2321.95","       2273.00","       2309.90","       2311.20","       2301.63","    1571884","      36178.97","      66827","     995751","         63.35"
"INFY","EQ","13-Feb-2015","       2311.20","       2299.60","       2326.70","       2286.00","       2294.00","       2296.10","       2303.89","    1414379","      32585.72","      46058","     952136","         67.32"
"INFY","EQ","16-Feb-2015","       2296.10","       2280.30","       2306.90","       2265.25","       2282.00","       2278.75","       2282.89","    1561069","      35637.51","      90275","    1066397","         68.31"
"INFY","EQ","18-Feb-2015","       2278.75","       2290.55","       2304.95","       2258.15","       2292.05","       2296.50","       2282.33","    2153441","      49148.57","      64543","    1705768","         79.21"
"INFY","EQ","19-Feb-2015","       2296.50","       2294.00","       2334.00","       2292.05","       2323.20","       2324.70","       2322.17","    2418406","      56159.38","      61974","    1750981","         72.40"
"INFY","EQ","20-Feb-2015","       2324.70","       2328.50","       2336.00","       2276.90","       2280.50","       2283.10","       2298.14","    1742907","      40054.41","      70405","    1271861","         72.97"
"INFY","EQ","23-Feb-2015","       2283.10","       2300.00","       2309.20","       2248.10","       2265.00","       2265.60","       2285.41","    1272622","      29084.61","      76169","     871774","         68.50"
"INFY","EQ","24-Feb-2015","       2265.60","       2279.00","       2295.95","       2257.60","       2270.20","       2272.80","       2281.14","    1609419","      36713.14","      65245","     999155","         62.08"
"INFY","EQ","25-Feb-2015","       2272.80","       2288.90","       2334.80","       2280.00","       2314.00","       2317.60","       2316.82","    1511243","      35012.82","      60669","     913751","         60.46"
"INFY","EQ","26-Feb-2015","       2317.60","       2307.50","       2309.00","       2245.40","       2259.65","       2258.10","       2271.59","    1611444","      36605.44","      80377","     993005","         61.62"
"INFY","EQ","27-Feb-2015","       2258.10","       2274.90","       2280.65","       2251.50","       2268.70","       2265.75","       2268.66","    1950269","      44244.91","      74540","    1341127","         68.77"
"INFY","EQ","28-Feb-2015","       2265.75","       2274.75","       2307.90","       2256.20","       2298.00","       2296.45","       2281.05","     799334","      18233.20","      35786","     305895","         38.27"
"INFY","EQ","02-Mar-2015","       2296.45","       2303.00","       2308.50","       2278.05","       2287.50","       2291.70","       2290.03","    1760248","      40310.21","      88257","    1243988","         70.67"
"INFY","EQ","03-Mar-2015","       2291.70","       2290.00","       2302.95","       2278.30","       2298.00","       2297.85","       2293.39","    1226388","      28125.87","      63082","     830415","         67.71"
"INFY","EQ","04-Mar-2015","       2297.85","       2300.00","       2313.90","       2251.90","       2275.00","       2274.65","       2286.19","    1093807","      25006.53","      54424","     662741","         60.59"
"INFY","EQ","05-Mar-2015","       2274.65","       2267.05","       2298.75","       2233.35","       2249.00","       2247.60","       2257.52","    1421229","      32084.55","      52033","     958567","         67.45"
"INFY","EQ","09-Mar-2015","       2247.60","       2259.00","       2259.00","       2179.00","       2188.00","       2190.05","       2201.32","    1996180","      43942.35","      88526","    1390422","         69.65"
"INFY","EQ","10-Mar-2015","       2190.05","       2198.10","       2206.95","       2160.20","       2200.00","       2198.00","       2197.19","    1582479","      34770.01","      84918","    1117333","         70.61"
"INFY","EQ","11-Mar-2015","       2198.00","       2194.10","       2240.00","       2169.10","       2179.90","       2182.20","       2206.92","    1695228","      37412.32","      78278","    1042916","         61.52"
"INFY","EQ","12-Mar-2015","       2182.20","       2179.00","       2226.45","       2177.00","       2215.05","       2218.30","       2209.40","    1422141","      31420.73","      53839","     984067","         69.20"
"INFY","EQ","13-Mar-2015","       2218.30","       2225.00","       2230.00","       2192.40","       2220.00","       2220.40","       2213.76","    1544921","      34200.87","      70363","    1004099","         64.99"
"INFY","EQ","16-Mar-2015","       2220.40","       2210.55","       2282.00","       2210.55","       2261.00","       2266.65","       2256.43","    1704658","      38464.42","      72855","    1183185","         69.41"
"INFY","EQ","17-Mar-2015","       2266.65","       2266.65","       2279.50","       2217.25","       2245.00","       2240.50","       2244.71","    1384828","      31085.40","      61599","     821180","         59.30"
"INFY","EQ","18-Mar-2015","       2240.50","       2254.50","       2262.85","       2222.55","       2233.00","       2229.50","       2238.36","    1226391","      27451.00","      58126","     802850","         65.46"
"INFY","EQ","19-Mar-2015","       2229.50","       2234.60","       2249.00","       2222.75","       2230.65","       2230.45","       2231.73","    1722935","      38451.30","      72890","    1116497","         64.80"
"INFY","EQ","20-Mar-2015","       2230.45","       2241.00","       2268.90","       2232.95","       2263.55","       2257.45","       2255.17","    1607724","      36256.98","      61559","    1119622","         69.64"
"INFY","EQ","23-Mar-2015","       2257.45","       2253.00","       2275.00","       2225.50","       2236.00","       2233.45","       2244.84","    1269675","      28502.18","      67428","     881631","         69.44"
"INFY","EQ","24-Mar-2015","       2233.45","       2234.90","       2253.40","       2206.00","       2215.20","       2211.45","       2224.27","    1684133","      37459.66","      43962","    1219937","         72.44"
"INFY","EQ","25-Mar-2015","       2211.45","       2222.90","       2229.15","       2200.75","       2222.80","       2219.10","       2214.43","    1542742","      34162.98","     105633","    1101312","         71.39"
"INFY","EQ","26-Mar-2015","       2219.10","       2208.00","       2214.90","       2132.00","       2163.00","       2146.35","       2156.88","    3935210","      84877.61","     131427","    2896200","         73.60"
"INFY","EQ","27-Mar-2015","       2146.35","       2164.00","       2224.70","       2163.00","       2202.00","       2202.15","       2203.42","    2518555","      55494.35","      72286","    1560069","         61.94"
"INFY","EQ","30-Mar-2015","       2202.15","       2205.60","       2240.00","       2194.90","       2239.85","       2228.00","       2217.09","    1155772","      25624.53","      52162","     767169","         66.38"
"INFY","EQ","31-Mar-2015","       2228.00","       2245.00","       2273.65","       2204.35","       2215.10","       2218.35","       2222.10","    2004103","      44533.16","      92432","    1354814","         67.60"
"INFY","EQ","01-Apr-2015","       2218.35","       2198.90","       2199.50","       2157.70","       2171.00","       2173.95","       2171.15","    1684622","      36575.60","      90934","    1187902","         70.51"
"INFY","EQ","06-Apr-2015","       2173.95","       2179.00","       2184.70","       2160.40","       2179.95","       2178.20","       2171.24","    1935438","      42022.94","      54198","    1529651","         79.03"
"INFY","EQ","07-Apr-2015","       2178.20","       2175.00","       2182.80","       2138.00","       2161.00","       2159.50","       2160.92","    2135567","      46147.86","      71104","    1610234","         75.40"
"INFY","EQ","08-Apr-2015","       2159.50","       2182.50","       2204.90","       2173.05","       2200.00","       2200.55","       2191.40","    2546394","      55801.79","      84366","    2009389","         78.91"
"INFY","EQ","09-Apr-2015","       2200.55","       2211.40","       2218.90","       2184.40","       2212.00","       2215.00","       2202.96","    2645387","      58276.72","      65171","    2202202","         83.25"
"INFY","EQ","10-Apr-2015","       2215.00","       2210.20","       2238.00","       2210.20","       2228.75","       2233.95","       2229.87","    1780944","      39712.80","      55733","    1315996","         73.89"
"INFY","EQ","13-Apr-2015","       2233.95","       2238.00","       2244.00","       2216.10","       2231.00","       2238.80","       2235.70","    1218084","      27232.74","      44676","     779253","         63.97"
"INFY","EQ","15-Apr-2015","       2238.80","       2236.50","       2245.00","       2195.05","       2217.95","       2213.70","       2214.16","    1559446","      34528.63","      58780","    1065709","         68.34"
"INFY","EQ","16-Apr-2015","       2213.70","       2222.00","       2231.00","       2160.50","       2196.90","       2194.65","       2183.51","    2251953","      49171.65","      55664","    1280673","         56.87"
"INFY","EQ","17-Apr-2015","       2194.65","       2180.05","       2194.95","       2153.45","       2180.00","       2179.25","       2177.13","    1612579","      35107.87","      38470","    1140905","         70.75"
"INFY","EQ","20-Apr-2015","       2179.25","       2176.00","       2180.00","       2115.15","       2129.50","       2132.15","       2130.87","    3206346","      68322.99","      77890","    2286819","         71.32"
"INFY","EQ","21-Apr-2015","       2132.15","       2148.00","       2155.10","       2120.10","       2142.60","       2142.60","       2137.25","    2220412","      47455.72","      55322","    1508882","         67.96"
"INFY","EQ","22-Apr-2015","       2142.60","       2151.05","       2155.00","       2097.95","       2137.95","       2137.70","       2125.66","    3087746","      65634.83","      95691","    2469267","         79.97"
"INFY","EQ","23-Apr-2015","       2137.70","       2148.70","       2150.00","       2112.00","       2121.05","       2122.00","       2124.89","    2972950","      63171.96","      96511","    2173821","         73.12"
"INFY","EQ","24-Apr-2015","       2122.00","       2135.90","       2150.20","       1980.00","       1993.00","       1995.20","       2070.28","   10891363","     225481.39","     317809","    4101422","         37.66"
"INFY","EQ","27-Apr-2015","       1995.20","       2000.00","       2002.00","       1948.10","       1984.85","       1984.65","       1972.71","    4955660","      97761.02","     191419","    3423734","         69.09"
"INFY","EQ","28-Apr-2015","       1984.65","       1982.00","       1982.00","       1952.00","       1956.90","       1960.90","       1962.59","    2598375","      50995.39","     105935","    1951359","         75.10"
"INFY","EQ","29-Apr-2015","       1960.90","       1960.90","       1972.00","       1937.95","       1963.00","       1961.15","       1954.65","    2072264","      40505.50","      83132","    1435649","         69.28"
"INFY","EQ","30-Apr-2015","       1961.15","       1960.00","       1965.00","       1932.30","       1943.50","       1942.25","       1943.45","    3283565","      63814.51","      97827","    2471787","         75.28"
"INFY","EQ","04-May-2015","       1942.25","       1959.50","       2000.00","       1949.90","       1992.25","       1993.10","       1970.92","    3340398","      65836.72","     112574","    2455960","         73.52"
"INFY","EQ","05-May-2015","       1993.10","       2000.00","       2003.70","       1952.05","       1964.50","       1962.75","       1970.79","    2352129","      46355.44","     133092","    1723835","         73.29"
"INFY","EQ","06-May-2015","       1962.75","       1975.00","       1975.00","       1915.30","       1924.00","       1922.05","       1931.49","    2627102","      50742.34","      94364","    1893805","         72.09"
"INFY","EQ","07-May-2015","       1922.05","       1922.00","       1967.10","       1910.00","       1940.00","       1944.00","       1942.88","    1694996","      32931.73","      68774","     920685","         54.32"
"INFY","EQ","08-May-2015","       1944.00","       1958.00","       1967.55","       1945.25","       1962.10","       1957.95","       1956.49","    1444419","      28259.94","      60514","    1039019","         71.93"
"INFY","EQ","11-May-2015","       1957.95","       1965.00","       2000.00","       1952.20","       1995.95","       1993.65","       1980.94","    1196378","      23699.56","      54180","     780920","         65.27"
"INFY","EQ","12-May-2015","       1993.65","       1993.65","       1994.60","       1942.00","       1946.90","       1947.10","       1954.77","    2071223","      40487.63","      88184","    1594221","         76.97"
"INFY","EQ","13-May-2015","       1947.10","       1951.75","       1964.90","       1928.50","       1957.65","       1956.70","       1949.12","    1774771","      34592.40","      55815","    1134772","         63.94"
"INFY","EQ","14-May-2015","       1956.70","       1960.00","       1960.80","       1908.00","       1935.00","       1934.80","       1929.44","    1558461","      30069.59","      82817","    1061424","         68.11"
"INFY","EQ","15-May-2015","       1934.80","       1935.00","       1966.60","       1932.30","       1958.90","       1961.75","       1952.36","    1297336","      25328.66","      78808","     942026","         72.61"
"INFY","EQ","18-May-2015","       1961.75","       1970.00","       1998.90","       1961.60","       1997.00","       1993.05","       1981.93","    1617494","      32057.66","      72296","    1302884","         80.55"
"INFY","EQ","19-May-2015","       1993.05","       1987.30","       2035.70","       1986.00","       2022.20","       2022.35","       2016.44","    2568019","      51782.51","      73141","    1648122","         64.18"
"INFY","EQ","20-May-2015","       2022.35","       2040.00","       2052.00","       2033.60","       2049.90","       2047.30","       2045.73","    1470547","      30083.37","      63706","    1097201","         74.61"
"INFY","EQ","21-May-2015","       2047.30","       2048.90","       2061.90","       2037.25","       2048.00","       2048.45","       2046.72","    2514828","      51471.56","      99082","    2145570","         85.32"
"INFY","EQ","22-May-2015","       2048.45","       2044.00","       2051.55","       2030.10","       2041.90","       2046.45","       2043.07","    1722206","      35185.86","      78526","    1238289","         71.90"
"INFY","EQ","25-May-2015","       2046.45","       2050.50","       2056.55","       2007.05","       2021.00","       2016.80","       2029.47","    1168952","      23723.48","      62183","     816181","         69.82"
"INFY","EQ","26-May-2015","       2016.80","       2020.00","       2031.45","       2002.15","       2006.00","       2007.30","       2015.66","     991260","      19980.42","      37399","     708879","         71.51"
"INFY","EQ","27-May-2015","       2007.30","       2007.00","       2009.00","       1955.00","       1973.00","       1968.50","       1966.93","    2113677","      41574.52","     114474","    1609349","         76.14"
"INFY","EQ","28-May-2015","       1968.50","       1975.20","       2032.00","       1975.20","       2000.00","       2016.60","       2000.26","    2745135","      54909.97","      97941","    2013171","         73.34"
"INFY","EQ","29-May-2015","       2016.60","       2004.85","       2056.45","       2001.00","       2029.80","       2023.15","       2024.50","    4748261","      96128.69","     121421","    3809831","         80.24"
"INFY","EQ","01-Jun-2015","       2023.15","       2032.80","       2064.00","       2023.25","       2042.00","       2047.80","       2048.10","    1431223","      29312.85","      62717","    1029588","         71.94"
"INFY","EQ","02-Jun-2015","       2047.80","       2048.10","       2055.10","       2005.00","       2013.00","       2008.65","       2018.63","    1168285","      23583.32","      67384","     793960","         67.96"
"INFY","EQ","03-Jun-2015","       2008.65","       2018.20","       2039.45","       2008.00","       2032.00","       2020.90","       2019.78","    1373949","      27750.68","      50402","     824814","         60.03"
"INFY","EQ","04-Jun-2015","       2020.90","       2030.00","       2055.00","       2012.60","       2028.10","       2028.05","       2036.59","    1872366","      38132.50","      98562","    1395596","         74.54"
"INFY","EQ","05-Jun-2015","       2028.05","       2030.00","       2044.00","       2008.15","       2011.50","       2011.65","       2020.89","    1531447","      30948.83","      61438","    1014160","         66.22"
"INFY","EQ","08-Jun-2015","       2011.65","       2020.00","       2024.65","       1987.00","       2002.00","       2000.05","       2000.16","    1535262","      30707.69","      59889","    1161814","         75.68"
"INFY","EQ","09-Jun-2015","       2000.05","       2003.75","       2007.65","       1983.00","       1990.55","       1992.10","       1992.62","    1890435","      37669.11","      81812","    1549457","         81.96"
"INFY","EQ","10-Jun-2015","       1992.10","       1990.00","       2039.35","       1985.00","       2027.00","       2026.50","       2012.03","    1596460","      32121.23","      76174","    1040342","         65.17"
"INFY","EQ","11-Jun-2015","       2026.50","       2035.95","       2044.75","       1995.05","       2000.00","       1997.65","       2010.91","    2307366","      46399.07","      69953","    1541863","         66.82"
"INFY","EQ","12-Jun-2015","       1997.65","       2005.00","       2025.55","       1955.50","       1978.05","       1975.05","       1991.32","    2463231","      49050.86","     104931","    1463562","         59.42"
"INFY","EQ","15-Jun-2015","       1975.05","        976.95","        998.80","        968.00","        994.00","        990.45","        990.17","    2618213","      25924.87","      84843","    1444754","         55.18"
"INFY","EQ","16-Jun-2015","        990.45","        994.35","       1003.00","        985.00","        998.00","        999.35","        995.31","    2611722","      25994.83","      75473","    1962337","         75.14"
"INFY","EQ","17-Jun-2015","        999.35","       1011.00","       1021.00","        992.20","        997.20","        995.70","       1002.05","    3206034","      32126.15","      73928","    1703033","         53.12"
"INFY","EQ","18-Jun-2015","        995.70","       1005.60","       1007.95","        995.80","       1000.05","       1001.95","       1001.70","    1737213","      17401.63","      40621","    1143722","         65.84"
"INFY","EQ","19-Jun-2015","       1001.95","       1010.30","       1010.40","        993.10","        997.00","        995.35","        998.90","    3335229","      33315.54","      97129","    2599496","         77.94"
"INFY","EQ","22-Jun-2015","        995.35","       1004.90","       1028.75","        997.00","       1022.70","       1023.85","       1011.41","    2855434","      28880.03","     133708","    1721657","         60.29"
"INFY","EQ","23-Jun-2015","       1023.85","       1025.00","       1027.40","        998.15","       1001.45","       1000.40","       1004.30","    3476058","      34909.95","     119559","    2467215","         70.98"
"INFY","EQ","24-Jun-2015","       1000.40","       1015.00","       1015.00","        991.20","        995.10","        995.10","       1002.00","    3536847","      35439.31","      74881","    2630595","         74.38"
"INFY","EQ","25-Jun-2015","        995.10","        999.20","       1003.50","        987.65","        993.35","        990.45","        993.86","    3558733","      35368.92","      75358","    2394368","         67.28"
"INFY","EQ","26-Jun-2015","        990.45","        999.00","       1011.60","        998.10","       1005.90","       1005.25","       1005.91","    2660142","      26758.55","      63866","    1712608","         64.38"
"INFY","EQ","29-Jun-2015","       1005.25","        987.00","        999.50","        982.50","        990.40","        990.15","        989.98","    2845334","      28168.30","      76492","    2125823","         74.71"
"INFY","EQ","30-Jun-2015","        990.15","        990.00","        993.45","        980.00","        987.50","        984.35","        986.73","    3106265","      30650.47","      71225","    2281573","         73.45"
"INFY","EQ","01-Jul-2015","        984.35","        989.00","       1005.00","        986.00","        998.95","        997.40","        995.12","    3440426","      34236.48","      80010","    2461395","         71.54"
"INFY","EQ","02-Jul-2015","        997.40","        999.00","       1001.40","        985.05","        988.50","        988.00","        989.52","    2003784","      19827.78","      78544","    1336220","         66.68"
"INFY","EQ","03-Jul-2015","        988.00","        988.00","        993.00","        982.00","        990.40","        990.30","        989.70","    1347653","      13337.78","      35728","     855211","         63.46"
"INFY","EQ","06-Jul-2015","        990.30","        985.00","        988.00","        975.00","        981.75","        983.30","        981.33","    2152801","      21126.08","      60404","    1475832","         68.55"
"INFY","EQ","07-Jul-2015","        983.30","        985.00","        990.00","        979.00","        981.00","        980.50","        985.00","    1748709","      17224.76","      58985","    1256080","         71.83"
"INFY","EQ","08-Jul-2015","        980.50","        979.00","        979.00","        954.80","        957.45","        957.50","        962.49","    3512089","      33803.34","     109474","    2565864","         73.06"
"INFY","EQ","09-Jul-2015","        957.50","        957.50","        966.00","        934.05","        940.25","        938.00","        942.64","    4293886","      40476.09","     138299","    2935843","         68.37"
"INFY","EQ","10-Jul-2015","        938.00","        948.10","        952.10","        932.65","        935.50","        937.50","        941.18","    3705761","      34878.07","     134681","    2959698","         79.87"
"INFY","EQ","13-Jul-2015","        937.50","        941.00","        955.00","        934.05","        950.60","        950.15","        945.97","    3265884","      30894.17","      84133","    2399679","         73.48"
"INFY","EQ","14-Jul-2015","        950.15","        955.00","        973.50","        945.50","        970.00","        971.25","        961.36","    2683537","      25798.56","      76138","    1776741","         66.21"
"INFY","EQ","15-Jul-2015","        971.25","        970.00","        985.95","        968.00","        984.45","        984.00","        980.66","    2064783","      20248.41","      74801","    1311520","         63.52"
"INFY","EQ","16-Jul-2015","        984.00","        987.70","        991.50","        979.50","        990.00","        989.05","        987.36","    1736469","      17145.18","      52615","     995275","         57.32"
"INFY","EQ","17-Jul-2015","        989.05","        991.00","       1004.50","        989.10","        999.75","       1001.85","        997.46","    1723989","      17196.15","      59447","    1003912","         58.23"
"INFY","EQ","20-Jul-2015","       1001.85","       1001.40","       1010.80","        987.40","        997.00","       1001.25","        998.95","    2188590","      21862.86","      74145","    1054982","         48.20"
"INFY","EQ","21-Jul-2015","       1001.25","       1035.00","       1149.00","       1035.00","       1116.35","       1112.65","       1099.62","   19155056","     210633.65","     408583","    9575992","         49.99"
"INFY","EQ","22-Jul-2015","       1112.65","       1105.00","       1112.00","       1076.65","       1100.00","       1103.15","       1100.68","    6332830","      69704.14","     221999","    3840750","         60.65"
"INFY","EQ","23-Jul-2015","       1103.15","       1103.95","       1117.00","       1090.00","       1094.45","       1098.00","       1106.23","    3855374","      42649.15","     166660","    2123663","         55.08"
"INFY","EQ","24-Jul-2015","       1098.00","       1095.55","       1106.45","       1083.10","       1088.00","       1087.60","       1090.71","    2240151","      24433.52","     100221","    1424342","         63.58"
"INFY","EQ","27-Jul-2015","       1087.60","       1086.90","       1087.95","       1060.45","       1065.00","       1065.30","       1073.34","    3376122","      36237.21","     175039","    2443586","         72.38"
"INFY","EQ","28-Jul-2015","       1065.30","       1068.50","       1076.00","       1054.25","       1066.10","       1062.85","       1066.58","    4238301","      45204.96","     150481","    2952854","         69.67"
"INFY","EQ","29-Jul-2015","       1062.85","       1074.00","       1092.00","       1065.00","       1086.00","       1085.40","       1082.68","    3535667","      38280.08","      82510","    2422852","         68.53"
"INFY","EQ","30-Jul-2015","       1085.40","       1090.00","       1090.00","       1058.00","       1073.85","       1070.00","       1077.44","    5978299","      64412.44","     122143","    4349077","         72.75"
"INFY","EQ","31-Jul-2015","       1070.00","       1078.55","       1081.35","       1060.00","       1078.50","       1077.05","       1071.55","    3965506","      42492.29","     108976","    2869410","         72.36"
"INFY","EQ","03-Aug-2015","       1077.05","       1078.00","       1092.00","       1068.95","       1075.00","       1078.95","       1078.29","    3980506","      42921.39","      85130","    3021847","         75.92"
"INFY","EQ","04-Aug-2015","       1078.95","       1078.00","       1078.95","       1051.00","       1058.55","       1057.25","       1061.33","    4549527","      48285.50","     139666","    3264905","         71.76"
"INFY","EQ","05-Aug-2015","       1057.25","       1062.00","       1090.00","       1061.95","       1086.65","       1086.35","       1080.81","    2376738","      25688.14","      70472","    1514838","         63.74"
"INFY","EQ","06-Aug-2015","       1086.35","       1094.00","       1105.50","       1077.00","       1088.00","       1086.95","       1089.08","    3619126","      39415.09","      94093","    2240358","         61.90"
"INFY","EQ","07-Aug-2015","       1086.95","       1079.50","       1101.00","       1078.50","       1096.50","       1095.60","       1095.84","    2494029","      27330.64","      99571","    1729315","         69.34"
"INFY","EQ","10-Aug-2015","       1095.60","       1098.00","       1106.35","       1067.00","       1091.00","       1086.00","       1094.07","    1996377","      21841.70","      55130","    1297347","         64.99"
"INFY","EQ","11-Aug-2015","       1086.00","       1098.80","       1116.90","       1095.70","       1115.00","       1109.15","       1105.55","    3787203","      41869.48","     122276","    2697765","         71.23"
"INFY","EQ","12-Aug-2015","       1109.15","       1115.00","       1149.00","       1111.00","       1141.00","       1144.40","       1137.15","    5084220","      57815.12","     186856","    3807473","         74.89"
"INFY","EQ","13-Aug-2015","       1144.40","       1147.00","       1166.85","       1055.55","       1155.35","       1158.00","       1155.49","    4893980","      56549.28","     128074","    3469113","         70.89"
"INFY","EQ","14-Aug-2015","       1158.00","       1165.00","       1168.70","       1143.10","       1148.45","       1149.25","       1157.90","    2554533","      29578.93","      87830","    1592415","         62.34"
"INFY","EQ","17-Aug-2015","       1149.25","       1150.00","       1153.45","       1122.50","       1141.10","       1142.15","       1136.37","    1553718","      17655.91","      50967","     678282","         43.66"
"INFY","EQ","18-Aug-2015","       1142.15","       1150.00","       1177.70","       1150.00","       1162.50","       1164.35","       1167.25","    2075223","      24223.05","     103875","     918470","         44.26"
"INFY","EQ","19-Aug-2015","       1164.35","       1170.00","       1186.20","       1162.80","       1174.95","       1175.55","       1176.36","    3434759","      40405.13","      92901","    2353219","         68.51"
"INFY","EQ","20-Aug-2015","       1175.55","       1159.00","       1168.50","       1128.00","       1140.90","       1134.55","       1140.09","    4184557","      47707.61","     100655","    2703228","         64.60"
